,dist,crop,eff
584,THE NILGIRIS,Coconut ,332.56528925619835
585,THENI,Coconut ,3893.472447360004
586,THIRUVALLUR,Coconut ,1552.935245545415
587,THIRUVANANTHAPURAM,Coconut ,6849.148687681515
588,THIRUVARUR,Coconut ,3445.825098852915
589,THOUBAL,Sugarcane,32.75
590,THRISSUR,Coconut ,6585.341238181073
591,TIKAMGARH,Sugarcane,40.82256675279931
592,TINSUKIA,Coconut ,3638.9195298372515
593,TIRAP,Sugarcane,13.736434108527131
594,TIRUCHIRAPPALLI,Coconut ,2176.879348746745
595,TIRUNELVELI,Coconut ,1848.568728765572
596,TIRUPPUR,Coconut ,5039.160293897136
597,TIRUVANNAMALAI,Coconut ,2179.3515386422364
598,TONK,Sugarcane,55.40149253731343
599,TUENSANG,Sugarcane,40.967592592592595
600,TUMKUR,Sugarcane,93.18792259267894
601,TUTICORIN,Coconut ,1762.9799986451242
602,UDAIPUR,Sugarcane,52.551681752151076
603,UDALGURI,Coconut ,3615.9254693722737
604,UDAM SINGH NAGAR,Sugarcane,59.64044183949504
605,UDHAMPUR,Potato,7.589749798224375
606,UDUPI,Sugarcane,87.83834095362508
607,UJJAIN,Papaya,29.85185185185185
608,UKHRUL,Banana,12.784907300115876
609,UMARIA,Sugarcane,20.555555555555557
610,UNA,Sugarcane,13.757682797598022
611,UNAKOTI,Sugarcane,56.90492957746479
612,UNNAO,Sugarcane,49.685442710259636
613,UPPER SIANG,Sugarcane,13.216774193548387
614,UPPER SUBANSIRI,Sugarcane,21.641160949868073
615,UTTAR KANNAD,Sugarcane,81.3073983073983
616,UTTAR KASHI,Sugarcane,62.0
617,VADODARA,Banana,69.33399602385686
618,VAISHALI,Sugarcane,47.1513778784447
619,VALSAD,Sugarcane,62.07856234096692
620,VARANASI,Sugarcane,43.79623712798165
621,VELLORE,Coconut ,2444.4878775398133
622,VIDISHA,Papaya,61.54545454545455
623,VILLUPURAM,Coconut ,1899.7875439726502
624,VIRUDHUNAGAR,Coconut ,2739.8247826183647
625,VISAKHAPATANAM,Coconut ,10611.572377741415
626,VIZIANAGARAM,Coconut ,11621.914860681114
627,WARANGAL,Papaya,97.02409638554217
628,WARDHA,Sugarcane,64.33063997139793
629,WASHIM,Banana,137.4
630,WAYANAD,Coconut ,3941.6485389105133
631,WEST DISTRICT,Other Vegetables,4.338557993730408
632,WEST GARO HILLS,Banana,12.24430517506661
633,WEST GODAVARI,Coconut ,14905.128930639119
634,WEST JAINTIA HILLS,Dry ginger,10.839285714285714
635,WEST KAMENG,Potato,7.911908396946565
636,WEST KHASI HILLS,Potato,8.08062645596555
637,WEST SIANG,Sugarcane,25.728330424665504
638,WEST SINGHBHUM,Potato,6.199089602299952
639,WEST TRIPURA,Sugarcane,50.738313008130085
640,WOKHA,Sugarcane,36.8339222614841
641,YADGIR,Sugarcane,88.34683821516562
642,YAMUNANAGAR,Sugarcane,53.28012036027303
643,YANAM,Coconut ,12572.032954798486
644,YAVATMAL,Sugarcane,71.20466121142243
645,ZUNHEBOTO,Sugarcane,35.50231481481482
